datetime|timestamp|message|author|hash
2025-04-03 12:56:07 +0200|1743677767|Initial commit|Pieter Kuppens|cc9390188a906f1bfd95e04ef0d4509782ea799c
2025-04-03 13:29:18 +0200|1743679758|Initial commit: Healthcare multi-agent system PoC with agents, tasks, tools, and code quality setup|Pieter Kuppens|ace5b13971b46eb54a3152de096edc9f28461b21
2025-04-03 16:51:18 +0200|1743691878|docs: update and standardize project documentation - Update README with clearer project goals and structure - Add comprehensive documentation for architecture, CrewAI, testing, and development - Ensure consistency across all documentation files - Improve configuration documentation with YAML approach|Pieter Kuppens|51dc044712527b2ff68cec05150bf6d269e0669a
2025-04-03 19:25:38 +0200|1743701138|docs: update documentation for CrewAI v0.28.0 and async tools|Pieter Kuppens|c782c4799895e88068d9ac5cb289e3e5b74a8656
2025-04-03 19:27:32 +0200|1743701252|test: configure pytest with async support and fixtures|Pieter Kuppens|8691ba175f8f801b67de40e59a2da0864b1ba7a7
2025-04-03 19:37:02 +0200|1743701822|refactor: improve code quality and documentation|Pieter Kuppens|7f286ebbf6917ef22999eab9f262893758a6bd64
2025-04-03 19:50:42 +0200|1743702642|refactor: update LLM configuration and tool implementations - Update LLM config to use correct ChatOllama class - Fix task and tool implementations for async operations - Update database and logging tools for proper async handling - Fix test integration issues|Pieter Kuppens|bc7585659b501706ec55ac7b2671f81744453d32
2025-04-03 19:52:44 +0200|1743702764|src fixes ruff|Pieter Kuppens|3e27ae6866ffebb627426f8590c135744e57329c
2025-04-03 19:57:29 +0200|1743703049|fix: resolve linting issues in test files - Add constants for magic numbers - Update test assertions to use constants|Pieter Kuppens|bf91e6a8836723cb1cad4d752e8ccdd46bf4cb7e
2025-04-04 10:37:31 +0200|1743755851|fix: replace magic numbers with constants in test files|Pieter Kuppens|c8f7184b6c245406e4078d320654595e48c559e7
2025-04-04 10:43:31 +0200|1743756211|test: add LLM connectivity and configuration tests - Add integration tests for LLM connectivity - Add unit tests for LLM configuration - Tests are failing as expected in TDD approach|Pieter Kuppens|8d8c87ec229c8438aa09bf1a98d9d3f3b1576b12
2025-04-04 10:45:49 +0200|1743756349|ruff format|Pieter Kuppens|728a13a7213136b132aa485945fc0a50acb14da7
2025-04-04 13:22:43 +0200|1743765763|Fix ruff issues|Pieter Kuppens|acdf526effd0179050e51b6b42cd736b213db01f
2025-04-05 16:26:01 +0200|1743863161|create a progress.md for vibe coding.|Pieter Kuppens|d55339652f7eed90f62a036b78a322f7e9e25b4a
2025-04-05 16:35:19 +0200|1743863719|allow self-update of progress.md|Pieter Kuppens|900bf1fcb0f04bd0b849720368779f6c0d82d8d3
2025-04-06 17:32:30 +0200|1743953550|Update progress.md with strategy changes and LLM config/factory task refinement|Pieter Kuppens|51757f5a46a49b6d41f8a03ef6d1d7bfcfdde85c
2025-04-06 19:57:35 +0200|1743962255|initial LLM component|Pieter Kuppens|ed417fcbac974fc584333ec2153187f66a0e25a0
